# EVENTI.DAT
# ID|TIPO|DATA|LUOGO|ID_PERSONA|ID_FAMIGLIA|ID_FONTE|NOTE
E000673|DEAT|1305||P000318||S000001|IMPORT_RMTREE
E000674|BIRT|1220|Rome, Metropolitan City of Rome, Lazio, Italy.|P000319||S000001|IMPORT_RMTREE
E000675|DEAT|1249||P000319||S000001|IMPORT_RMTREE
E000676|BIRT|1275||P000320||S000001|IMPORT_RMTREE
E000677|DEAT|1307|Verona, Provincia di Verona, Veneto, Italia.|P000320||S000001|IMPORT_RMTREE
E000678|DEAT|||P000321||S000001|IMPORT_RMTREE
E000679|BIRT||Itália|P000322||S000001|IMPORT_RMTREE
E000680|DEAT||Itália|P000322||S000001|IMPORT_RMTREE
E000681|BIRT||Itália|P000323||S000001|IMPORT_RMTREE
E000682|DEAT||Itália|P000323||S000001|IMPORT_RMTREE
E000683|BIRT|1225|Antakya, Antakya, Hatay, Turchia|P000324||S000001|IMPORT_RMTREE
E000684|DEAT|1256|Foggia, Foggia, Puglia, Italia|P000324||S000001|IMPORT_RMTREE
E000685|BIRT|1259|Palermo, Provincia di Palermo, Sicilia, Italia.|P000325||S000001|IMPORT_RMTREE
E000686|DEAT|1305-07-22|Palermo, Provincia di Palermo, Sicilia, Italia.|P000325||S000001|IMPORT_RMTREE
E000687|BIRT|1270|Sicilia, Italia.|P000326||S000001|IMPORT_RMTREE
E000688|DEAT|||P000326||S000001|IMPORT_RMTREE
E000689|MARR|1280|||F000178|S000001|IMPORT_RMTREE
E000690|BIRT|1285|Palermo, Provincia di Palermo, Sicilia, Italia.|P000327||S000001|IMPORT_RMTREE
E000691|DEAT|1304-04-09|Verona, Provincia di Verona, Veneto, Italia.|P000327||S000001|IMPORT_RMTREE
E000692|MARR|1300|Malta||F000180|S000001|IMPORT_RMTREE
E000693|BIRT|1213-12-19|Esztergom, Komárom-Esztergom, Hungary|P000328||S000001|IMPORT_RMTREE
E000694|DEAT|1251-10-12|Huesca, Huesca, Aragón, Spain|P000328||S000001|IMPORT_RMTREE
E000695|MARR|1235-09-08|Barcelona, Barcelona, Cataluña, Spain||F000136|S000001|IMPORT_RMTREE
E000696|BIRT|1280||P000329||S000001|IMPORT_RMTREE
E000697|DEAT|1352|Verona, Provincia di Verona, Veneto, Italia.|P000329||S000001|IMPORT_RMTREE
E000698|MARR|1308|Verona, Veneto, Italy||F000182|S000001|IMPORT_RMTREE
E000699|BIRT|1226-03-21|Paris, Paris, Île-de-France, Republic of France|P000330||S000001|IMPORT_RMTREE
E000700|DEAT|1285-01-07|Foggia, Puglia, Italia|P000330||S000001|IMPORT_RMTREE
E000701|BIRT|1210|Italia|P000331||S000001|IMPORT_RMTREE
E000702|DEAT|1247|Italia|P000331||S000001|IMPORT_RMTREE
E000703|BIRT|1200|Napoli, Napoli, Campania, Italia|P000332||S000001|IMPORT_RMTREE
E000704|DEAT|1268-10-26|Napoli, Napoli, Campania, Italia|P000332||S000001|IMPORT_RMTREE
E000705|BIRT|1244|Spain|P000333||S000001|IMPORT_RMTREE
E000706|DEAT|||P000333||S000001|IMPORT_RMTREE
E000707|DEAT|||P000334||S000001|IMPORT_RMTREE
E000708|BIRT|1265|Catania, Sicily, Italy|P000335||S000001|IMPORT_RMTREE
E000709|DEAT|1323||P000335||S000001|IMPORT_RMTREE
E000710|BIRT|1238|Emilia-Romagna, Itália|P000336||S000001|IMPORT_RMTREE
E000711|DEAT|1293-01||P000336||S000001|IMPORT_RMTREE
E000712|BIRT|1262||P000337||S000001|IMPORT_RMTREE
E000713|DEAT|1293-02-07|Neapol|P000337||S000001|IMPORT_RMTREE
E000714|DEAT|1330|Spain|P000338||S000001|IMPORT_RMTREE
E000715|BIRT|1293-11-29||P000339||S000001|IMPORT_RMTREE
E000716|DEAT|1336|Aversa, Sicilské království|P000339||S000001|IMPORT_RMTREE
E000717|BIRT|1255|Of, Buda, Pest, Hungary|P000340||S000001|IMPORT_RMTREE
E000718|DEAT|1322|Naples, Napoli, Campania, Italy|P000340||S000001|IMPORT_RMTREE
E000719|DEAT|||P000341||S000001|IMPORT_RMTREE
E000720|BIRT|1208-02-02|Montpellier, Hérault, Languedoc-Roussillon, France|P000342||S000001|IMPORT_RMTREE
E000721|DEAT|1276-07-27|Alcira, Valencia, Comunidad Valenciana, España|P000342||S000001|IMPORT_RMTREE
E000722|BIRT|1280|Palma, îles Baléares, Royaume de Majorque, Hispania|P000343||S000001|IMPORT_RMTREE
E000723|DEAT|1345-07-28|Napoli, Regno de Nàpułi|P000343||S000001|IMPORT_RMTREE
E000724|BIRT|1262|Vienna, Austria|P000344||S000001|IMPORT_RMTREE
E000725|DEAT|1293-02-07|Naples, Naples, Campania, Italy|P000344||S000001|IMPORT_RMTREE
E000726|BIRT|1262-08-05|Budapest, Hungary|P000345||S000001|IMPORT_RMTREE
E000727|DEAT|1290-06-10|Cheresig, Comuna Toboliu, Bihor, Roumanie|P000345||S000001|IMPORT_RMTREE
E000728|MARR|1282-09-05|Buda, Pest, Hungary, Hungary||F000192|S000001|IMPORT_RMTREE
E000729|BIRT|1256|Budapest, Hungary|P000346||S000001|IMPORT_RMTREE
E000730|DEAT|1317|Serbia|P000346||S000001|IMPORT_RMTREE
E000731|MARR|1269|Of Buda,Pest,HUNGARY||F000193|S000001|IMPORT_RMTREE
E000732|BIRT|1260|Epirus, Greece|P000347||S000001|IMPORT_RMTREE
E000733|DEAT|1309||P000347||S000001|IMPORT_RMTREE
E000734|BIRT|1259|Budapest, Hungary|P000348||S000001|IMPORT_RMTREE
E000735|DEAT|1281||P000348||S000001|IMPORT_RMTREE
E000736|BIRT|1301-11-18||P000349||S000001|IMPORT_RMTREE
E000737|DEAT|1346-10-01|Naples, Naples, Campania, Italy|P000349||S000001|IMPORT_RMTREE
E000738|BIRT|1263||P000350||S000001|IMPORT_RMTREE
E000739|DEAT|1308-01-31|Este, Padova, Veneto, Italy|P000350||S000001|IMPORT_RMTREE
E000740|BIRT|1245-04-05|Naples, Italia|P000351||S000001|IMPORT_RMTREE
E000741|DEAT|1351|Naples, Napoli, Campania, Italia|P000351||S000001|IMPORT_RMTREE
E000742|BIRT|1254|Napoli, Provincia di Napoli, Campania, Italia.|P000352||S000001|IMPORT_RMTREE
E000743|DEAT|||P000352||S000001|IMPORT_RMTREE
E000744|BIRT||Chalais, Dordogne, Nouvelle-Aquitaine, France|P000353||S000001|IMPORT_RMTREE
E000745|DEAT|1343-08-11|Periqueux, Dordogne, France|P000353||S000001|IMPORT_RMTREE
E000746|BIRT|1328-01-01|Gerace, Reggio Calabria, Calabria, Italia|P000354||S000001|IMPORT_RMTREE
E000747|DEAT|||P000354||S000001|IMPORT_RMTREE
E000748|BIRT|1252|Napoli, Napoli, Campania, Italia|P000355||S000001|IMPORT_RMTREE
E000749|DEAT|1289-09-05|Palinuro, Centola, Salerno, Campania, Italia|P000355||S000001|IMPORT_RMTREE
E000750|BIRT|1333-01-27|Calabria, Itália|P000356||S000001|IMPORT_RMTREE
E000751|DEAT|||P000356||S000001|IMPORT_RMTREE
E000752|BIRT|1275|Europe|P000357||S000001|IMPORT_RMTREE
E000753|DEAT|1341|Europe|P000357||S000001|IMPORT_RMTREE
E000754|MARR||||F000197|S000001|IMPORT_RMTREE
E000755|BIRT|1334-09-16|Calabria, Itália|P000358||S000001|IMPORT_RMTREE
E000756|DEAT|||P000358||S000001|IMPORT_RMTREE
E000757|DEAT|1340|Gerace, Reggio Calabria, Calabria, Italia|P000359||S000001|IMPORT_RMTREE
E000758|BIRT||Europe|P000360||S000001|IMPORT_RMTREE
E000759|DEAT|1326|Europe|P000360||S000001|IMPORT_RMTREE
E000760|BIRT|1293-11-29|, Henne, Avesnes, France|P000361||S000001|IMPORT_RMTREE
E000761|DEAT|1331|,Aversa,,France|P000361||S000001|IMPORT_RMTREE
E000762|DEAT|||P000362||S000001|IMPORT_RMTREE
E000763|BIRT|1278|Perpignan, Pyrénées-Orientales, Languedoc-Roussillon, France|P000363||S000001|IMPORT_RMTREE
E000764|DEAT|1316-07-05|Glarentza, Peloponnese, Greece|P000363||S000001|IMPORT_RMTREE
E000765|BIRT|1298||P000364||S000001|IMPORT_RMTREE
E000766|DEAT|1335-04-11||P000364||S000001|IMPORT_RMTREE
E000767|BIRT|1280|Valladolid, Castilla y León, Espanha|P000365||S000001|IMPORT_RMTREE
E000768|DEAT|||P000365||S000001|IMPORT_RMTREE
E000769|BIRT|1270-03-12|Vincennes, Val-de-Marne, Ile-de-France, Royaume des Francs|P000366||S000001|IMPORT_RMTREE
E000770|DEAT|1325-12-16|Le Perray, Yvelines, Seine-et-Oise, Royaume des Francs|P000366||S000001|IMPORT_RMTREE
E000771|BIRT|1278|Mallorca, Illes Balears, Spain|P000367||S000001|IMPORT_RMTREE
E000772|DEAT|1324-09-04|Formiguères, Pyrénées-Orientales, Languedoc-Roussillon, France|P000367||S000001|IMPORT_RMTREE
E000773|BIRT|1210|Saluzzo, Cuneo, Piemonte, Italy|P000368||S000001|IMPORT_RMTREE
E000774|DEAT|1244-10-29|Saluzzo, Cuneo, Piemonte, Italy|P000368||S000001|IMPORT_RMTREE
E000775|BIRT|1273|Cyprus|P000369||S000001|IMPORT_RMTREE
E000776|DEAT|1322-09|Tortosa, Tarragona, Catalunya, España|P000369||S000001|IMPORT_RMTREE
E000777|BIRT|1269|Valencia, Valencia, Spain, Spain|P000370||S000001|IMPORT_RMTREE
E000778|DEAT|||P000370||S000001|IMPORT_RMTREE
E000779|BIRT|1242|Ioánnina, Nomós Ioannínon, Epirus, Greece|P000371||S000001|IMPORT_RMTREE
E000780|DEAT|1271-03-15|Nocera Inferiore, Provincia di Salerno, Campania, Italy|P000371||S000001|IMPORT_RMTREE
E000781|BIRT|1283-12-06|Toro, Zamora, Castilla y León, Spain|P000372||S000001|IMPORT_RMTREE
E000782|DEAT|1341|Castilla, Spain|P000372||S000001|IMPORT_RMTREE
E000783|BIRT|1292|Aitona, Lleida, Cataluña, España|P000373||S000001|IMPORT_RMTREE
E000784|DEAT|1364-06-19|Clarisas de Pedralbes, Barcelona, Catalunya, España|P000373||S000001|IMPORT_RMTREE
E000785|BIRT|1261-10-09|Lisboa, Portugal|P000374||S000001|IMPORT_RMTREE
E000786|DEAT|1325-01-07|Santarém, Portugal|P000374||S000001|IMPORT_RMTREE
E000787|BIRT|1248|Isle cyprus|P000375||S000001|IMPORT_RMTREE
E000788|DEAT|||P000375||S000001|IMPORT_RMTREE
E000789|BIRT|1250|Napoli, Napoli, Italy|P000376||S000001|IMPORT_RMTREE
E000790|DEAT|1269-07-14|Abbey, Renfrewshire, Scotland|P000376||S000001|IMPORT_RMTREE
E000791|BIRT|1220|England, United Kingdom|P000377||S000001|IMPORT_RMTREE
E000792|DEAT|1273||P000377||S000001|IMPORT_RMTREE
E000793|BIRT|1256|Naples, Naples, Campania, Italy|P000378||S000001|IMPORT_RMTREE
E000794|DEAT|1277-01-01|Naples, Naples, Campania, Italy|P000378||S000001|IMPORT_RMTREE
E000795|MARR|1271-05-28|||F000199|S000001|IMPORT_RMTREE
E000796|BIRT|1258|Sicily, Napoli, Campania, Italy|P000379||S000001|IMPORT_RMTREE
E000797|DEAT|1265-05-09||P000379||S000001|IMPORT_RMTREE
E000798|BIRT|1242||P000380||S000001|IMPORT_RMTREE
E000799|DEAT|1273-10-24|Rome, Metropolitan City of Rome, Lazio, Italy.|P000380||S000001|IMPORT_RMTREE
E000800|BIRT|1261|Napoli, Napoli, Campania, Italy|P000381||S000001|IMPORT_RMTREE
E000801|DEAT|1304-11-03|Napoli, Napoli, Campania, Italy|P000381||S000001|IMPORT_RMTREE
E000802|MARR|1300|||F000200|S000001|IMPORT_RMTREE
E000803|BIRT|1242||P000382||S000001|IMPORT_RMTREE
E000804|DEAT|1301||P000382||S000001|IMPORT_RMTREE
E000805|BIRT|1242|Palermo, Sicile, Italie|P000383||S000001|IMPORT_RMTREE
E000806|DEAT|1320|Italie|P000383||S000001|IMPORT_RMTREE
E000807|BIRT|1245||P000384||S000001|IMPORT_RMTREE
E000808|DEAT|||P000384||S000001|IMPORT_RMTREE
E000809|BIRT||Itália|P000385||S000001|IMPORT_RMTREE
E000810|DEAT||Itália|P000385||S000001|IMPORT_RMTREE
E000811|BIRT|1244|Rome, Metropolitan City of Rome, Lazio, Italy.|P000386||S000001|IMPORT_RMTREE
E000812|DEAT|||P000386||S000001|IMPORT_RMTREE
E000813|BIRT|1288|Verona, Provincia di Verona, Veneto, Italia.|P000387||S000001|IMPORT_RMTREE
E000814|DEAT|1350|Trento, Terntino Alto Adige, Italia.|P000387||S000001|IMPORT_RMTREE
E000815|BIRT|1252-11-07|Sicilia, Sicily, Italy|P000388||S000001|IMPORT_RMTREE
E000816|DEAT|1275-12-12|Barletta, Provincia di Barletta - Andria - Trani, Apulia, Italy|P000388||S000001|IMPORT_RMTREE
E000817|MARR|1273-10-15|||F000202|S000001|IMPORT_RMTREE
E000818|BIRT|1261|Messina, Sicilia, Italia.|P000389||S000001|IMPORT_RMTREE
E000819|DEAT|||P000389||S000001|IMPORT_RMTREE
E000820|BIRT|1281|Ragusa, Sicily, Italy|P000390||S000001|IMPORT_RMTREE
E000821|DEAT|1318||P000390||S000001|IMPORT_RMTREE
E000822|BIRT||Palermo, Palermo, Sicilia, Italy|P000391||S000001|IMPORT_RMTREE
E000823|DEAT|1305|Palermo, Palermo, Sicily, Italy|P000391||S000001|IMPORT_RMTREE
E000824|BIRT|1280|Ragusa, Sicily, Italy|P000392||S000001|IMPORT_RMTREE
E000825|DEAT|1318||P000392||S000001|IMPORT_RMTREE
E000826|BIRT|1269|Malte|P000393||S000001|IMPORT_RMTREE
E000827|DEAT|||P000393||S000001|IMPORT_RMTREE
E000828|BIRT|1246|Of, Huesca, Aragon, Spain|P000394||S000001|IMPORT_RMTREE
E000829|DEAT|1275-10-21|Torredonjimeno, Jaén, Andalucía, España|P000394||S000001|IMPORT_RMTREE
E000830|BIRT|1250||P000395||S000001|IMPORT_RMTREE
E000831|DEAT|1267|Zaragoza, Aragón, España|P000395||S000001|IMPORT_RMTREE
E000832|BIRT|1251-10-12|Huesca, Aragón, España|P000396||S000001|IMPORT_RMTREE
E000833|DEAT|1271-01-28|Cosenza, Calabria, Italia|P000396||S000001|IMPORT_RMTREE
E000834|BIRT|1246|Barcelona, Barcelona, Spain|P000397||S000001|IMPORT_RMTREE
E000835|DEAT|1275-10-21|Martos, Jaén, Andalucía, Spain|P000397||S000001|IMPORT_RMTREE
E000836|BIRT|1261|Palermo, Palermo, Regno delle Due Sicilie|P000398||S000001|IMPORT_RMTREE
E000837|DEAT|1312-06-02|,, Egypt|P000398||S000001|IMPORT_RMTREE
E000838|BIRT|1240||P000399||S000001|IMPORT_RMTREE
E000839|DEAT|1266|Cuenca, Castilla-La Mancha, España|P000399||S000001|IMPORT_RMTREE
E000840|MARR|1260|Calatayud, Zaragoza, Aragón, España||F000204|S000001|IMPORT_RMTREE
E000841|BIRT|1236-06-08|Zaragoza, Zaragoza, Aragón, España|P000400||S000001|IMPORT_RMTREE
E000842|DEAT|1301|Roncesvalles, Navarra, España|P000400||S000001|IMPORT_RMTREE
E000843|MARR|1249-01-29|Valladolid, Valladolid, Castilla y León, Spain||F000205|S000001|IMPORT_RMTREE
E000844|BIRT|1291-03-09|Scala, Italia.|P000401||S000001|IMPORT_RMTREE
E000845|DEAT|1329-07-22|Treviso, Veneto, Italia.|P000401||S000001|IMPORT_RMTREE
E000846|BIRT|1245|Spain|P000402||S000001|IMPORT_RMTREE
E000847|DEAT|1250||P000402||S000001|IMPORT_RMTREE
E000848|BIRT|1243-05-31|Montpellier, Hérault, Francia|P000403||S000001|IMPORT_RMTREE
E000849|DEAT|1311|Palma de Mallorca, Islas Baleares, España|P000403||S000001|IMPORT_RMTREE
E000850|BIRT|1249|, , Bourgogne, France|P000404||S000001|IMPORT_RMTREE
E000851|DEAT|1308-09-04|Tonnerre, Département de l'Yonne, Bourgogne, France|P000404||S000001|IMPORT_RMTREE
E000852|DEAT|1268|Itália|P000405||S000001|IMPORT_RMTREE
E000853|BIRT|1248-05-08|Barcelona, Barcelona, Catalonia, Spain|P000406||S000001|IMPORT_RMTREE
E000854|DEAT|1271-01-28|Cosenza, Calabria, Italy|P000406||S000001|IMPORT_RMTREE
E000855|DEAT|1254|Itália|P000407||S000001|IMPORT_RMTREE
E000856|MARR|1262-05-28|Clermont Ferrand, Puy-de-Dome, Auvergne, France||F000211|S000001|IMPORT_RMTREE
E000857|DEAT|||P000408||S000001|IMPORT_RMTREE
E000858|DEAT|||P000409||S000001|IMPORT_RMTREE
E000859|BIRT|1240|Spain|P000410||S000001|IMPORT_RMTREE
E000860|DEAT|||P000410||S000001|IMPORT_RMTREE
E000861|BIRT|1240|France|P000411||S000001|IMPORT_RMTREE
E000862|DEAT|||P000411||S000001|IMPORT_RMTREE
E000863|BIRT|1225||P000412||S000001|IMPORT_RMTREE
E000864|DEAT|1272-07-27|Narbona, Francia|P000412||S000001|IMPORT_RMTREE
E000865|BIRT|1195|Burgos, Burgos, Castilla y León, Spain|P000413||S000001|IMPORT_RMTREE
E000866|DEAT|1253|Burgos, Burgos, Castilla y León, Spain|P000413||S000001|IMPORT_RMTREE
E000867|BIRT|1209|Navarra, España|P000414||S000001|IMPORT_RMTREE
E000868|DEAT|1285-07-15|Valencia, Valencia, Comunidad Valenciana, España|P000414||S000001|IMPORT_RMTREE
E000869|BIRT|1260|Hungary|P000415||S000001|IMPORT_RMTREE
E000870|DEAT|1290-08-24||P000415||S000001|IMPORT_RMTREE
E000871|BIRT|1244|Raški, Serbia|P000416||S000001|IMPORT_RMTREE
E000872|DEAT|1316-03-12|Raški, Serbia|P000416||S000001|IMPORT_RMTREE
E000873|BIRT|1275|Europe|P000417||S000001|IMPORT_RMTREE
E000874|DEAT||Europe|P000417||S000001|IMPORT_RMTREE
E000875|BIRT|1247|Trogir, Split-Dalmatia, Croatia|P000418||S000001|IMPORT_RMTREE
E000876|DEAT|1303|Horvátország|P000418||S000001|IMPORT_RMTREE
E000877|BIRT|1202|Italy|P000419||S000001|IMPORT_RMTREE
E000878|DEAT|1260|Italy|P000419||S000001|IMPORT_RMTREE
E000879|BIRT|1235|Lezinnes, Yonne, France|P000420||S000001|IMPORT_RMTREE
E000880|DEAT|1312-01-23||P000420||S000001|IMPORT_RMTREE
E000881|BIRT|1246|España|P000421||S000001|IMPORT_RMTREE
E000882|DEAT|||P000421||S000001|IMPORT_RMTREE
E000883|BIRT|1243|Courtenay, Loiret, Centre, France|P000422||S000001|IMPORT_RMTREE
E000884|DEAT|1283-12-15|Viterbo, Viterbo, Lazio, Italie|P000422||S000001|IMPORT_RMTREE
E000885|BIRT|1243|Monreal de Ariza, Provincia de Zaragoza, Aragon, España|P000423||S000001|IMPORT_RMTREE
E000886|DEAT|1316|Spain|P000423||S000001|IMPORT_RMTREE
E000887|BIRT|1245|Barcelona, Catalunya, Espanha|P000424||S000001|IMPORT_RMTREE
E000888|DEAT|||P000424||S000001|IMPORT_RMTREE
E000889|BIRT|1230|France|P000425||S000001|IMPORT_RMTREE
E000890|DEAT|1315-11-22|Perpignan,Pyrénées-Orientales,France|P000425||S000001|IMPORT_RMTREE
E000891|BIRT|1259-03-25|Nicea, Império Bizantino|P000426||S000001|IMPORT_RMTREE
E000892|DEAT|1332-02-13|Constantinopolis|P000426||S000001|IMPORT_RMTREE
E000893|BIRT|1247-12|Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France|P000427||S000001|IMPORT_RMTREE
E000894|DEAT|1280-06-02|Bourgogne, France|P000427||S000001|IMPORT_RMTREE
E000895|BIRT|1194-04-06|Romano d'Ezzelino, Vicenza, Veneto, Italy|P000428||S000001|IMPORT_RMTREE
E000896|DEAT|1259-09-27|Sarcino, Italy|P000428||S000001|IMPORT_RMTREE
E000897|BIRT|1249|Béthune, Pas-de-Calais, Nord-Pas-de-Calais, France|P000429||S000001|IMPORT_RMTREE
E000898|DEAT|1322-09-25|Ieper, Flandre occidentale, Belgique|P000429||S000001|IMPORT_RMTREE
E000899|BIRT|1234-06|Carrión de los Condes, Palencia, Castilla y León, Spain|P000430||S000001|IMPORT_RMTREE
E000900|DEAT|1283-12-25|Peñafiel, Valladolid, Castilla y León, España|P000430||S000001|IMPORT_RMTREE
E000901|BIRT|1221-11-23|Toledo, Toledo, Castilla-La Mancha, España|P000431||S000001|IMPORT_RMTREE
E000902|DEAT|1284-04-04|Sevilla, Sevilla, Andalucía, España|P000431||S000001|IMPORT_RMTREE
E000903|BIRT|1245-04-03|Poissy-Nord, Saint-Germain-en-Laye, Yvelines, Île-de-France, France|P000432||S000001|IMPORT_RMTREE
E000904|DEAT|1285-10-05|Perpignan, Pyrenees-Orientales, Languedoc-Roussillon, Kingdom of France|P000432||S000001|IMPORT_RMTREE
